geneset	symbol
c2_cp_BIOCARTA_HIVNEF_PATHWAY	CASP9, CASP8, CASP7, CHUK, TNF, BIRC3, XIAP, PAK2, CDK11B, LMNA, LMNB1, CRADD, FADD, NUMA1, CFLAR, RIPK1, LMNB2, PRKCD, MAP3K5, PTK2, BID, MAP3K1, MAP2K7, MDM2, CASP6, RB1, TNFRSF1B, CASP3, TNFRSF1A, CASP2, RASA1, DAXX, ACTG1, NFKB1, PRKDC, NFKBIA, BAG4, MAPK8, GSN, RELA, APAF1, PSEN2, PSEN1, SPTAN1, TRAF2, MAP3K14, TRAF1, TRADD, BCL2, BIRC2, FAS, DFFA, CYCS, DFFB, FASLG, ARHGDIB, CDK11A, PARP1
c2_cp_BIOCARTA_HSP27_PATHWAY	MAPKAPK3, CASP9, BCL2, ACTA1, APAF1, TNF, MAPKAPK2, IL1A, CASP3, HSPB1, HSPB2, DAXX, CYCS, FAS, FASLG
c2_cp_BIOCARTA_IGF1_PATHWAY	CSNK2A1, JUN, SRF, HRAS, MAPK8, PTPN11, RAF1, SHC1, ELK1, MAP2K1, IGF1, RASA1, PIK3CA, IGF1R, GRB2, IRS1, MAPK3, FOS, PIK3CG, PIK3R1, SOS1
c2_cp_BIOCARTA_IGF1MTOR_PATHWAY	PTEN, PDK2, EIF2S3, GSK3B, PDPK1, EIF2S1, IGF1, AKT1, MTOR, PIK3CA, IGF1R, RPS6KB1, PPP2CA, EIF4E, EIF4EBP1, EIF2S2, EIF2B5, INPPL1, PIK3R1, RPS6
c2_cp_BIOCARTA_IGF1R_PATHWAY	HRAS, RAF1, SHC1, PRKAR2B, MAP2K1, PRKACB, PRKACG, AKT1, PIK3CA, IGF1R, GRB2, PRKAR1A, PRKAR2A, PRKAR1B, ADCY1, IRS1, MAPK3, YWHAH, BAD, PIK3R1, SOS1, RPS6KA1, MAPK1
c2_cp_BIOCARTA_IL10_PATHWAY	STAT3, STAT4, STAT1, STAT2, TNF, BLVRA, BLVRB, IL1A, JAK1, HMOX1, STAT5B, STAT5A, STAT6, IL10, IL10RA, IL6, IL10RB
c2_cp_BIOCARTA_IL12_PATHWAY	JUN, IL12RB1, IL12B, MAPK8, IL12RB2, STAT4, MAPK14, IL12A, IL18, CD3D, CD3E, TYK2, MAP2K6, CD3G, JAK2, CCR5, IFNG, TRB@, TRA@, CD247, IL18R1, CXCR3, ETV5
c2_cp_BIOCARTA_IL17_PATHWAY	CD4, IL3, IL17A, CD58, CD2, CD3D, CD3E, CD8A, CD3G, CD34, TRB@, KITLG, TRA@, CD247, CSF3, IL6, IL8
c2_cp_BIOCARTA_IL1R_PATHWAY	JUN, MAPK8, CHUK, MAPK14, RELA, TNF, TGFB2, TRAF6, MYD88, TGFB1, TOLLIP, IFNB1, IFNA1, ECSIT, IL1RAP, MAP3K14, IRAK2, IL1B, IL1R1, IRAK1, IL1RN, TGFB3, MAP2K3, MAP3K1, IRAK3, IKBKB, IL1A, MAP2K6, MAP3K7, TAB1, NFKB1, NFKBIA, IL6
c2_cp_BIOCARTA_IL2_PATHWAY	CSNK2A1, JUN, HRAS, MAPK8, RAF1, SHC1, ELK1, IL2RG, MAP2K1, IL2RB, JAK1, JAK3, SYK, GRB2, STAT5B, MAPK3, STAT5A, FOS, IL2RA, LCK, SOS1, IL2
c2_cp_BIOCARTA_IL22BP_PATHWAY	IL22RA2, STAT3, STAT4, STAT1, STAT2, TYK2, IL22, JAK1, JAK3, JAK2, STAT5B, STAT5A, SOCS3, STAT6, IL10RA, IL22RA1
c2_cp_BIOCARTA_IL2RB_PATHWAY	HRAS, E2F1, RAF1, SHC1, IL2RG, IL2RB, CBL, SOCS1, PPIA, SYK, CFLAR, SOCS3, BAD, IL2RA, IKZF3, PTPN6, BCL2, BCL2L1, JAK1, AKT1, JAK3, PIK3CA, FAS, RPS6KB1, CRKL, GRB2, FASLG, NMI, STAT5B, IRS1, MAPK3, STAT5A, FOS, PIK3CG, PIK3R1, MYC, SOS1, MAPK1
c2_cp_BIOCARTA_IL3_PATHWAY	HRAS, IL3RA, RAF1, IL3, SHC1, MAP2K1, CSF2RB, JAK2, GRB2, MAPK3, STAT5B, STAT5A, FOS, PTPN6, SOS1
c2_cp_BIOCARTA_IL4_PATHWAY	RPS6KB1, GRB2, SHC1, IL2RG, IRS1, IL4, IL4R, STAT6, JAK1, AKT1, JAK3
c2_cp_BIOCARTA_IL5_PATHWAY	CCR3, CD4, CCL11, IL4, IL1B, IL5, IL5RA, IL6, HLA-DRB1, HLA-DRA
c2_cp_BIOCARTA_IL6_PATHWAY	CSNK2A1, JUN, SRF, HRAS, IL6R, STAT3, PTPN11, IL6ST, RAF1, SHC1, ELK1, MAP2K1, TYK2, JAK1, JAK3, JAK2, CEBPB, GRB2, MAPK3, FOS, IL6, SOS1
c2_cp_BIOCARTA_IL7_PATHWAY	BCL2, EP300, IL2RG, IL7, JAK1, JAK3, PIK3CA, CREBBP, NMI, STAT5B, STAT5A, FYN, PTK2B, PIK3CG, PIK3R1, LCK, IL7R
c2_cp_BIOCARTA_INFLAM_PATHWAY	CSF2, CD4, CSF1, LTA, IL3, TNF, IL15, TGFB2, TGFB1, IFNG, IFNB1, IFNA1, CSF3, TGFB3, IL2, IL8, IL12B, IL13, PDGFA, IL12A, IL7, IL1A, IL4, IL5, IL10, IL6, HLA-DRB1, IL11, HLA-DRA
c2_cp_BIOCARTA_INSULIN_PATHWAY	CSNK2A1, JUN, SRF, HRAS, MAPK8, PTPN11, RAF1, SHC1, ELK1, MAP2K1, SLC2A4, RASA1, PIK3CA, GRB2, IRS1, MAPK3, INS, INSR, FOS, PIK3CG, PIK3R1, SOS1
c2_cp_BIOCARTA_INTEGRIN_PATHWAY	JUN, HRAS, CAPN1, MAPK8, PPP1R12B, ACTA1, RAF1, SHC1, CAPNS1, VCL, ZYX, TNS1, RHOA, CAPNS2, ACTN1, PXN, ROCK1, CSK, SRC, RAP1A, PTK2, ITGA1, MAP2K2, MAP2K1, BCAR1, CAV1, RAPGEF1, ITGB1, CRKL, GRB2, TLN1, MAPK3, FYN, BCR, SOS1, ACTN2, ACTN3, MAPK1
c2_cp_BIOCARTA_INTRINSIC_PATHWAY	F10, F9, F8, F2, COL4A1, F2R, COL4A2, COL4A3, COL4A4, KNG1, PROS1, FGG, PROC, KLKB1, FGA, SERPINC1, FGB, F12, COL4A6, SERPING1, F11, COL4A5, F5
c2_cp_BIOCARTA_KERATINOCYTE_PATHWAY	JUN, HRAS, MAPK8, CHUK, RAF1, PRKCB, MAPK14, PRKCA, EGFR, RELA, TNF, EGF, CEBPA, MAP2K4, TRAF2, PPP2CA, RIPK1, MAP3K14, PRKCG, PRKCH, PRKCD, PRKCE, MAP3K5, HOXA7, BCL2, PRKCQ, MAP2K3, MAP3K1, MAPK13, MAP2K1, MAP2K7, IKBKB, MAP2K6, TNFRSF1B, SP1, TNFRSF1A, DAXX, FAS, FASLG, MAPK3, ETS1, ETS2, FOS, NFKB1, NFKBIA, MAPK1
c2_cp_BIOCARTA_KREB_PATHWAY	FH, SDHA, OGDH, SUCLA2, CS, ACO2, IDH2, MDH1
c2_cp_BIOCARTA_LAIR_PATHWAY	TNF, KNG1, IL1A, ITGAL, ICAM1, VCAM1, SELP, C6, ITGA4, SELPLG, ITGB1, C3, C5, ITGB2, C7, IL6, IL8
c2_cp_BIOCARTA_LECTIN_PATHWAY	C9, C2, C6, C5, C3, MBL2, C4B, C4A, MASP2, C8A, C7, MASP1
c2_cp_BIOCARTA_LEPTIN_PATHWAY	LEPR, PRKAG1, PRKAB2, CPT1A, PRKAB1, PRKAA2, LEP, PRKAA1, ACACA, PRKAG3, PRKAG2
c2_cp_BIOCARTA_LONGEVITY_PATHWAY	HRAS, SOD1, SOD2, SOD3, FOXO3, SHC1, GHR, IGF1, CAT, AKT1, PIK3CA, IGF1R, GH1, PIK3CG, PIK3R1
c2_cp_BIOCARTA_LYM_PATHWAY	SELL, VCAM1, ITGA4, ITGB1, ITGB2, PECAM1, IL1A, ITGAL, CD34, IL8, ICAM1
c2_cp_BIOCARTA_MAL_PATHWAY	ROCK1, SRF, HRAS, MAP4K2, MAPK8, ACTA1, MAP2K2, RAF1, MAP3K1, MAP2K1, MAL, HNF1A, LIMK1, DIAPH1, RHOA, MAPK3, RAC1, CDC42, MAPK1
c2_cp_BIOCARTA_MAPK_PATHWAY	MEF2C, JUN, MEF2D, MAX, MEF2BNB-MEF2B, CHUK, RAF1, MEF2A, STAT1, SHC1, ELK1, PAK2, CEBPA, MKNK1, MAP2K4, RIPK1, ATF2, RAPGEF2, MAPK9, MAP3K5, MAP4K3, MAPK10, MAPK11, MAP2K2, MAP4K4, BRAF, RPS6KA5, MAP2K3, MAP3K1, MAPK13, MAP3K3, MAP2K1, MAP3K4, MAP2K7, MAP3K10, MAP3K9, IKBKB, MAP2K5, MAP3K11, CREB1, MAP2K6, MAP3K7, MAP3K8, MAP3K12, MAP3K6, MAP4K1, MAP4K5, RPS6KA2, RPS6KA3, DAXX, RPS6KB1, RPS6KB2, GRB2, MAPK3, MAPK4, RPS6KA4, MAPK6, NFKB1, MAPK7, RAC1, NFKBIA, MYC, RPS6KA1, MAPK1, MAPKAPK3, HRAS, MAP4K2, MAPK8, MAPKAPK5, MAPK14, MAPK12, RELA, MAPKAPK2, TGFB2, MKNK2, TGFB1, TRAF2, ARAF, MAP3K14, TGFBR1, TRADD, TGFB3, PAK1, SP1, MAP3K13, FOS, MAP3K2
c2_cp_BIOCARTA_MCALPAIN_PATHWAY	CAPN2, HRAS, CAPN1, ACTA1, EGFR, CAPNS1, PRKAR2B, EGF, MYL2, MYLK, CAPNS2, PXN, CXCR3, PTK2, ITGA1, PRKACB, PRKACG, EZR, ITGB1, PRKAR1A, PRKAR2A, PRKAR1B, MAPK3, TLN1, MAPK1
c2_cp_BIOCARTA_MCM_PATHWAY	ORC6, MCM4, MCM3, MCM6, CDT1, MCM5, MCM7, CDK2, CDKN1B, MCM2, ORC1, ORC2, ORC4, KITLG, ORC5, CDC6, CCNE1, ORC3
c2_cp_BIOCARTA_MEF2D_PATHWAY	CAPN2, MEF2D, CABIN1, CALM2, LOC124827, PRKCB, PRKCA, CAPNS1, EP300, CALM1, PPP3CB, PPP3CC, PPP3CA, TRB@, TRA@, HDAC1, CALM3, HDAC2, NFATC2, NFATC1, CAPNS2, LOC147908, CYCSP35
c2_cp_BIOCARTA_MET_PATHWAY	JUN, HRAS, MAPK8, STAT3, ACTA1, PTPN11, RAF1, ELK1, HGF, MET, PXN, SRC, RAP1A, PTEN, PTK2, ITGA1, RAP1B, MAP2K2, MAP2K1, PAK1, DOCK1, MAP4K1, RASA1, CRK, PIK3CA, RAPGEF1, ITGB1, CRKL, GAB1, GRB2, MAPK3, PTK2B, FOS, PIK3CG, PIK3R1, SOS1, MAPK1
c2_cp_BIOCARTA_MITOCHONDRIA_PATHWAY	CASP9, CASP8, CASP7, BCL2, BID, BIK, BCL2L1, BIRC2, APAF1, BAX, BIRC3, XIAP, CASP6, CASP3, DFFA, DIABLO, CYCS, DFFB, ENDOG, BAK1, AIFM1
c2_cp_BIOCARTA_MONOCYTE_PATHWAY	SELL, SELP, ITGA4, ITGB1, ITGB2, PECAM1, SELE, ITGAL, CD44, ITGAM, ICAM1
c2_cp_BIOCARTA_MPR_PATHWAY	HRAS, MYT1, ACTA1, PRKAR2B, CDK1, GNAI1, GNGT1, CAP1, ADCY1, PAQR5, SRC, PIN1, PGR, PRKACB, PRKACG, GNAS, PAQR7, ARPC4, ARPC5, CDC25C, ARPC1A, GNB1, ACTR2, PRKAR1A, ACTR3, PRKAR2A, ARPC1B, PRKAR1B, ARPC3, MAPK3, CCNB1, ARPC2, RPS6KA1, MAPK1
c2_cp_BIOCARTA_MTA3_PATHWAY	TUBA4B, TUBA1A, PDZK1, ALDOA, ESR1, SNAI2, MTA3, MBD3, HSPB1, HSPB2, TUBA3C, TUBA4A, GAPDH, MTA1, HDAC1, TUBA1C, CTSD, SNAI1, CDH1
c2_cp_BIOCARTA_MTOR_PATHWAY	PTEN, PDK2, TSC2, PDPK1, EIF3A, EIF4G3, AKT1, MTOR, PIK3CA, EIF4G2, MKNK1, RPS6KB1, FKBP1A, EIF4G1, TSC1, EIF4A1, PPP2CA, EIF4A2, EIF4B, EIF4E, EIF4EBP1, PIK3R1, RPS6
c2_cp_BIOCARTA_MYOSIN_PATHWAY	PLCB1, PPP1R12B, PRKCB, PRKCA, ARHGEF6, ARHGEF4, GNA12, ARHGEF17, GNA13, ARHGEF11, ARHGEF3, ARHGEF18, MYL2, ARHGEF15, GNGT1, ARHGEF16, MYLK, PKN1, ROCK1, ARHGEF10, MYL7, ARHGEF7, ARHGAP5, ARHGEF12, GNAQ, ARHGEF9, ARHGEF2, GNB1, ARHGEF1, ARHGEF5, ARHGEF19
c2_cp_BIOCARTA_NDKDYNAMIN_PATHWAY	SYNJ2, CALM2, LOC124827, EPS15, CALM1, PPP3CB, DNM1, PPP3CC, BIN1, PPP3CA, AMPH, PICALM, NME1, NME2, AP2A1, CALM3, SYNJ1, LOC147908, CYCSP35, AP2M1, EPN1
c2_cp_BIOCARTA_NEUROTRANSMITTERS_PATHWAY	GAD1, TH, HDC, DBH, PNMT, TPH1
c2_cp_BIOCARTA_NFAT_PATHWAY	MEF2C, CAMK1G, CALM2, F2, RAF1, LOC124827, CALM1, PRKAR2B, IGF1, PPP3CC, FGF2, CREBBP, LOC147908, CYCSP35, NKX2-5, CTF1, MAP2K1, AKT1, EDN1, RPS6KB1, MAPK3, CAMK1, MAPK1, HRAS, MAPK8, ACTA1, NFATC4, CSNK1A1, MAPK14, NPPA, NFATC3, GSK3B, GATA4, CALR, CAMK4, HAND1, PRKACB, PRKACG, ELSPBP1, PPP3CB, PPP3CA, PIK3CA, MYH2, FKBP1A, LIF, AGT, PRKAR1A, PRKAR2A, PRKAR1B, HBEGF, CALM3, NFATC2, NFATC1, PIK3CG, HAND2, PIK3R1
c2_cp_BIOCARTA_NFKB_PATHWAY	IKBKG, CHUK, MAP3K1, RELA, TNF, IKBKB, IL1A, MAP3K7, TNFRSF1B, TNFRSF1A, TRAF6, MYD88, FADD, TLR4, RIPK1, TNFAIP3, TAB1, MAP3K14, IL1R1, NFKB1, IRAK1, TRADD, NFKBIA
c2_cp_BIOCARTA_NGF_PATHWAY	CSNK2A1, JUN, HRAS, MAPK8, RAF1, SHC1, ELK1, MAP2K1, PIK3CA, PLCG1, GRB2, NGF, MAPK3, NGFR, FOS, PIK3CG, PIK3R1, SOS1
c2_cp_BIOCARTA_NKCELLS_PATHWAY	KLRC3, KLRD1, KLRC1, IL18, KLRC2, MAP2K1, VAV1, PAK1, LAT, PIK3CA, KLRC4, ITGB1, SYK, MAPK3, PTK2B, B2M, PTPN6, RAC1, PIK3R1, HLA-A
c2_cp_BIOCARTA_NKT_PATHWAY	CSF2, CD4, CD28, CCR2, CCR1, CCL3, IFNGR2, TGFB2, TGFB1, CCL4, IFNG, IFNGR1, CXCR4, TGFB3, CXCR3, IL2, CD40LG, IL12RB1, IL12B, IL12RB2, IL12A, CCR3, CCR4, CCR5, CCR7, IL4, IL4R, IL5, IL18R1
c2_cp_BIOCARTA_NO1_PATHWAY	PDE3B, CALM2, ACTA1, LOC124827, CALM1, PRKAR2B, KNG1, RYR2, CHRM1, VEGFA, HSP90AA1, SLC7A1, PDE3A, PDE2A, BDKRB2, LOC147908, CYCSP35, NOS3, CHRNA1, FLT1, KDR, PRKACB, TNNI1, PRKACG, FLT4, CAV1, AKT1, PRKAR1A, PRKAR2A, PRKAR1B, CALM3, PRKG1, PRKG2
c2_cp_BIOCARTA_NO2IL12_PATHWAY	IL12RB1, CD4, IL12B, IL12RB2, STAT4, NOS2, IL12A, CD2, CD3D, CD3E, TYK2, CD3G, JAK2, CCR5, IFNG, CD247, CXCR3
c2_cp_BIOCARTA_NOS1_PATHWAY	GRIN1, GRIN2A, CALM2, GRIN2B, GRIN2C, LOC124827, DLG4, GRIN2D, PRKCB, PRKCA, PRKAR2B, CALM1, NOS1, PRKACB, PRKACG, PPP3CB, PPP3CC, PPP3CA, PRKAR1A, PRKAR2A, PRKAR1B, CALM3, LOC147908, CYCSP35
c2_cp_BIOCARTA_NTHI_PATHWAY	MAPK11, CHUK, MAPK14, MAP2K3, EP300, RELA, NR3C1, TNF, IKBKB, MAP2K6, MAP3K7, DUSP1, MYD88, CREBBP, SMAD3, SMAD4, MAP3K14, TGFBR2, IL1B, TLR2, NFKB1, TGFBR1, NFKBIA, IL8
c2_cp_BIOCARTA_NUCLEARRS_PATHWAY	CYP2E1, ABCB4, ABCB1, RARA, PPARG, PPARD, PPARA, ABCB11, NR0B2, NR1I3, ABCC3, NR1H4, CYP1A2, NR1H3, IDDM11
c2_cp_BIOCARTA_P27_PATHWAY	E2F1, TFDP1, NEDD8, CDK2, CDKN1B, RB1, SKP2, SKP1, CUL1, RBX1, UBE2M, CKS1B, CCNE1
c2_cp_BIOCARTA_P35ALZHEIMERS_PATHWAY	CDK5, CDK5R1, CAPN1, MAPT, CSNK1D, PPP2CA, CSNK1A1, CAPNS1, GSK3B, CAPNS2, APP
c2_cp_BIOCARTA_P38MAPK_PATHWAY	MEF2C, MAX, MEF2D, HRAS, MEF2BNB-MEF2B, MAPK14, MAPKAPK5, MEF2A, STAT1, SHC1, ELK1, MAPKAPK2, HSPB1, HSPB2, TGFB2, MAP2K4, MKNK1, TGFB1, TRAF2, RIPK1, DDIT3, ATF2, TGFBR1, TRADD, RAPGEF2, HMGN1, TGFB3, MAP3K5, RPS6KA5, PLA2G4A, MAP3K1, MAP3K9, CREB1, MAP2K6, MAP3K7, DAXX, GRB2, RAC1, MYC, CDC42
c2_cp_BIOCARTA_P53_PATHWAY	CCND1, BCL2, E2F1, APAF1, BAX, CDK2, CDK4, MDM2, RB1, CDKN1A, TP53, GADD45A, ATM, TIMP3, PCNA, CCNE1
c2_cp_BIOCARTA_P53HYPOXIA_PATHWAY	MAPK8, CSNK1D, ABCB1, CSNK1A1, EP300, HSPA1A, BAX, DNAJB1P1, HIF1A, HIC1, MDM2, TAF1, CDKN1A, AKT1, TP53, NQO1, FHL2, GADD45A, HSP90AA1, IGFBP3, ATM, RPA1, NFKBIB
c2_cp_BIOCARTA_PAR1_PATHWAY	F2, PLCB1, PPP1R12B, F2R, PRKCB, PRKCA, ARHGEF6, ARHGEF4, ARHGEF17, GNA12, GNA13, ARHGEF11, ARHGEF3, GNAI1, ARHGEF18, ARHGEF15, GNGT1, ARHGEF16, RHOA, ADCY1, F2RL3, ROCK1, ARHGEF10, ARHGEF7, ARHGEF12, GNAQ, MAP3K7, ARHGEF9, PIK3CA, ARHGEF2, GNB1, ARHGEF1, ARHGEF5, ARHGEF19, PTK2B, PIK3CG, PIK3R1
c2_cp_BIOCARTA_PARKIN_PATHWAY	LOC93486, SNCA, SEPT5, SNCAIP, UBE2G2, UBE2G1, UBE2L6, PARK2, GPR37, UBE2L3, UBE2E2, SUMO1, UBE2F
c2_cp_BIOCARTA_PDGF_PATHWAY	JUN, CSNK2A1, SRF, HRAS, MAPK8, STAT3, RAF1, PRKCB, STAT4, ELK1, PRKCA, SHC1, STAT1, STAT2, MAP2K4, PDGFA, MAP3K1, PDGFRA, MAP2K1, JAK1, RASA1, PIK3CA, PLCG1, GRB2, STAT5B, MAPK3, STAT5A, FOS, STAT6, PIK3CG, PIK3R1, SOS1
c2_cp_BIOCARTA_PGC1A_PATHWAY	MEF2C, MEF2D, CALM2, CAMK1G, MEF2BNB-MEF2B, MEF2A, PPARGC1A, LOC124827, CALM1, SLC2A4, PPP3CC, HDAC5, PPARA, ESRRA, CYCSP35, LOC147908, CAMK4, CAMK2A, CAMK2B, CAMK2D, CAMK2G, PPP3CB, PPP3CA, YWHAH, CALM3, CAMK1
c2_cp_BIOCARTA_PITX2_PATHWAY	WNT1, EP300, LDB1, GSK3B, APC, DVL1, CTNNB1, MED1, FZD1, AXIN1, CREBBP, LEF1, HDAC1, PITX2, TRRAP
c2_cp_BIOCARTA_PLATELETAPP_PATHWAY	F9, F2, COL4A1, COL4A2, COL4A3, COL4A4, SERPINE1, APP, PLG, PLAT, COL4A6, F11, COL4A5, PLAU
c2_cp_BIOCARTA_PLCE_PATHWAY	PLCE1, PRKAR1A, PTGER1, PRKAR2A, PRKAR2B, PRKAR1B, ADCY1, PRKACB, PRKACG, RAP2B, GNAS, ADRB2
c2_cp_BIOCARTA_PML_PATHWAY	HRAS, PAX3, PRAM1, TNF, RARA, PML, RB1, TNFRSF1B, TP53, TNFRSF1A, DAXX, FAS, FASLG, CREBBP, SUMO1, SP100, SIRT1
c2_cp_BIOCARTA_PPARA_PATHWAY	JUN, NR2F1, PPARGC1A, PRKCB, PRKCA, PRKAR2B, TNF, APOA2, APOA1, CD36, FAT1, CREBBP, INS, NR1H3, ME1, NCOR2, NCOR1, NOS2, HSPA1A, PTGS2, HSD17B4, RXRA, RB1, DUT, CITED2, CPT1B, MRPL11, STAT5B, MAPK3, STAT5A, NFKBIA, MYC, MAPK1, FRA8B, LPL, FABP1, EP300, RELA, NRIP1, DUSP1, PPARA, NCOA1, SRA1, HSP90AA1, PDGFA, EHHADH, PRKACB, PRKACG, SP1, MED1, PIK3CA, PRKAR1A, PRKAR2A, PRKAR1B, ACOX1, NR0B2, PIK3CG, PIK3R1
c2_cp_BIOCARTA_PROTEASOME_PATHWAY	PSMD14, RPN1, PSMC3, PSMD12, PSMA1, PSMD6, PSMA5, RPN2, PSMA4, PSMA3, PSMA2, PSMC2, PSMB3, UBA1, PSMB2, PSMB5, PSMB4, PSMD11, PSMB7, PSMB6, UBE2A, UBE3A, PSMA6, PSMA7, PSMB1, PSMD8, PSMC4, PSMC6
c2_cp_BIOCARTA_PS1_PATHWAY	WNT1, NOTCH1, GSK3B, APC, BTRC, PSEN1, DVL1, CTNNB1, HNF1A, DLL1, FZD1, ADAM17, RBPJ, AXIN1
c2_cp_BIOCARTA_PTC1_PATHWAY	MNAT1, CDC25B, SHH, CDK7, CDC25C, XPO1, CDC25A, CCNB1, PTCH1, CCNH, CDK1
c2_cp_BIOCARTA_PTDINS_PATHWAY	BTK, GSK3B, PDPK1, GSK3A, AKT1, PFKM, PFKL, RPS6KB1, ARHGEF2, VAV2, PRKCZ, JAG1, PLCG1, ARF1, AP2A1, BAD, EEA1, RAB5A, PFKP, LYN, RAC1, AP2M1, PRKCE
c2_cp_BIOCARTA_PTEN_PATHWAY	PTK2, PTEN, PDK2, SHC1, FOXO3, PDPK1, BCAR1, CDKN1B, ILK, AKT1, PIK3CA, ITGB1, FASLG, GRB2, MAPK3, PIK3R1, SOS1, MAPK1
c2_cp_BIOCARTA_PYK2_PATHWAY	JUN, HRAS, MAPK8, CALM2, RAF1, MAPK14, PRKCB, LOC124827, PRKCA, SHC1, CALM1, MAP2K4, LOC147908, CYCSP35, SRC, MAP2K2, MAP2K3, MAP3K1, MAP2K1, GNAQ, BCAR1, PAK1, CRKL, PLCG1, GRB2, MAPK3, CALM3, PTK2B, RAC1, SOS1, MAPK1
c2_cp_BIOCARTA_RAB_PATHWAY	RAB27A, RAB8A, RAB9A, RAB2A, RAB6A, RAB1A, ACTA1, RAB4A, RAB5A, RAB7A, RAB3A, RAB11A
c2_cp_BIOCARTA_RAC1_PATHWAY	CDK5R1, PPP1R12B, PDGFRA, MAP3K1, NCF2, ARFIP2, VAV1, WASF1, PAK1, RALBP1, CHN1, CFL1, PIK3CA, CDK5, LIMK1, MYL2, RPS6KB1, MYLK, PLD1, PIK3CG, TRIO, RAC1, PIK3R1
c2_cp_BIOCARTA_RACCYCD_PATHWAY	IKBKG, HRAS, E2F1, CHUK, RAF1, TFDP1, RELA, CDKN1B, CDKN1A, RHOA, CCND1, CDK2, IKBKB, CDK4, PAK1, RB1, AKT1, PIK3CA, CDK6, MAPK3, NFKB1, CCNE1, NFKBIA, PIK3R1, RAC1, MAPK1
c2_cp_BIOCARTA_RANKL_PATHWAY	MAPK8, FOSL2, RELA, IRF9, EIF2AK2, FOSL1, TRAF6, IFNB1, TNFRSF11A, IFNAR1, IFNAR2, NFKB1, FOS, TNFSF11
c2_cp_BIOCARTA_RANMS_PATHWAY	RANGAP1, KIF15, NUMA1, KPNB1, KPNA2, RCC1, TPX2, RAN, RANBP1, AURKA
c2_cp_BIOCARTA_RARRXR_PATHWAY	NCOR2, KAT2B, ERCC3, RARA, RXRA, HDAC3, NCOA3, NCOA2, NCOA1, GTF2F1, TBP, GTF2E1, GTF2A1, POLR2A, GTF2B
c2_cp_BIOCARTA_RAS_PATHWAY	CASP9, HRAS, FOXO4, CHUK, RALA, RAF1, BCL2L1, ELK1, RELA, MAP2K1, RALBP1, RALGDS, AKT1, PIK3CA, RHOA, PLD1, MAPK3, BAD, NFKB1, PIK3CG, RAC1, PIK3R1, CDC42
c2_cp_BIOCARTA_RB_PATHWAY	MYT1, MAPK14, CHEK1, CDK2, CDK4, WEE1, RB1, TP53, CDK1, CDC25B, CDC25C, ATM, YWHAH
c2_cp_BIOCARTA_RELA_PATHWAY	IKBKG, CHUK, EP300, RELA, TNF, IKBKB, TNFRSF1B, HDAC3, TNFRSF1A, TRAF6, FADD, CREBBP, RIPK1, NFKB1, NFKBIA, TRADD
c2_cp_BIOCARTA_RHO_PATHWAY	PPP1R12B, GSN, VCL, ARHGEF11, CFL1, LIMK1, MYL2, DIAPH1, MYLK, RHOA, OPHN1, ROCK1, SRC, ARHGAP4, ARHGAP1, ARHGAP6, ARHGAP5, PIP5K1A, PIP5K1B, ARPC4, ARPC5, ARPC1A, BAIAP2, ACTR2, ACTR3, ARHGEF1, ARPC1B, ARHGEF5, ARPC3, TLN1, ARPC2, PFN1
c2_cp_BIOCARTA_RNA_PATHWAY	CHUK, RELA, MAP3K14, EIF2S2, EIF2S1, NFKB1, DNAJC3, NFKBIA, EIF2AK2, TP53
c2_cp_BIOCARTA_SALMONELLA_PATHWAY	ACTA1, WASL, WASF1, ARPC4, ARPC5, ARPC1A, ACTR2, ACTR3, ARPC1B, ARPC3, ARPC2, RAC1, CDC42
c2_cp_BIOCARTA_SARS_PATHWAY	LDHC, CKM, FBL, LDHA, GPT, MAPK14, EIF4E, NCL, ANPEP, LDHB
c2_cp_BIOCARTA_SET_PATHWAY	PRF1, DFFA, DFFB, HMGB2, NME1, APEX1, GZMB, CREBBP, SET, GZMA, ANP32A
c2_cp_BIOCARTA_SHH_PATHWAY	DYRK1A, SHH, GLI1, PRKAR2B, GSK3B, SUFU, PRKACB, PRKACG, GLI2, GLI3, PTCH1, SMO, PRKAR1A, PRKAR2A, PRKAR1B, DYRK1B
c2_cp_BIOCARTA_SKP2E2F_PATHWAY	CCNA1, CDC34, E2F1, CUL1, TFDP1, CDK2, RB1, SKP2, CCNE1, SKP1
c2_cp_BIOCARTA_SODD_PATHWAY	BAG4, CASP8, TRAF2, FADD, RIPK1, TNF, BIRC3, TNFRSF1B, TRADD, TNFRSF1A
c2_cp_BIOCARTA_SPPA_PATHWAY	SRC, HRAS, PTK2, F2, ITGA1, PLCB1, RAF1, PRKCB, F2R, PLA2G4A, PRKCA, PTGS1, MAP2K1, GNAI1, GNGT1, ITGB1, GNB1, SYK, TBXAS1, F2RL3, MAPK3, MAPK1
c2_cp_BIOCARTA_SPRY_PATHWAY	SRC, HRAS, SPRY2, RAF1, SPRY1, EGFR, SHC1, MAP2K1, CBL, SPRY4, EGF, RASA1, GRB2, MAPK3, SPRY3, PTPRB, SOS1, MAPK1
c2_cp_BIOCARTA_SRCRPTP_PATHWAY	CSK, SRC, CDC25B, CDC25C, PRKCB, GRB2, CDC25A, PRKCA, CCNB1, PTPRA, CDK1
